"PID","CWV","ZSB","copri","infl_prestige","infl_dominance","rel_prestige","rel_dominance","self_prestige","self_dominance","TOPS_coer","TOPS_coll","care_rel","care_infl","tradeoff","CWV_1","CWV_2R","CWV_3","CWV_4","CWV_5R","CWV_6","CWV_7R","CWV_8","CWV_9R","CWV_10R","ZSB_1","ZSB_2","ZSB_3","ZSB_4","ZSB_5R","ZSB_6R","ZSB_7","ZSB_8R","copri_1R","copri_2R","copri_3R","copri_4","exp_infl_1","exp_infl_3","exp_infl_5R","exp_infl_7","exp_infl_10","exp_infl_13","exp_infl_15","exp_infl_2","exp_infl_4","exp_infl_6","exp_infl_8","exp_infl_9R","exp_infl_11","exp_infl_12R","exp_infl_14","exp_infl_16","exp_rel_1","exp_rel_3","exp_rel_5R","exp_rel_7","exp_rel_10","exp_rel_13","exp_rel_15","exp_rel_2","exp_rel_4","exp_rel_6","exp_rel_8","exp_rel_9R","exp_rel_11","exp_rel_12R","exp_rel_14","exp_rel_16","self_1","self_3","self_5R","self_7","self_10","self_13","self_15","self_2","self_4","self_6","self_8","self_9R","self_11","self_12R","self_14","self_16","TOPS_coer_1","TOPS_coer_2","TOPS_coer_3","TOPS_coer_4","TOPS_coer_5","TOPS_coer_6","TOPS_coer_7","TOPS_coer_8","TOPS_coer_9","TOPS_coer_10","TOPS_coll_1","TOPS_coll_2","TOPS_coll_3","TOPS_coll_4","TOPS_coll_5","TOPS_coll_6","TOPS_coll_7","TOPS_coll_8","TOPS_coll_9","TOPS_coll_10","rel_care","rel_bother","infl_care","infl_bother","elg","att_1","att_2","age","employment","race","gender","income","edu","feedback"
177,3.4,4.75,5,5.85714285714286,2.11111111111111,5.85714285714286,2,5.85714285714286,3.55555555555556,4.6,6.2,4,2.5,4,5,4,2,2,2,5,4,2,5,3,6,6,6,5,2,2,6,5,5,6,5,4,7,5,5,6,6,6,6,3,2,1,2,2,1,4,2,2,7,5,5,6,6,6,6,2,3,1,2,1,3,3,1,2,6,5,7,6,6,5,6,6,4,2,4,5,3,5,2,1,3,5,5,5,5,5,3,6,3,6,7,6,6,6,6,7,7,6,6,5,4,4,3,2,1,1,1,27,"Full-time, Student","white","woman","$40,001-$60,000","4yearColl",""
178,3,3,4.25,6.71428571428571,1.88888888888889,6.57142857142857,2.44444444444444,5.14285714285714,3.22222222222222,4.1,5.5,4,2,4,4,3,3,4,2,4,2,2,3,3,3,2,3,3,2,3,5,3,4,4,4,5,7,7,6,7,6,7,7,1,2,1,3,3,2,3,1,1,7,5,7,7,7,6,7,2,2,3,4,3,2,4,1,1,5,5,5,5,5,5,6,4,3,3,4,2,3,5,2,3,4,4,4,4,4,4,4,4,4,5,6,5,5,6,5,6,6,5,6,5,4,4,2,2,1,1,1,39,"Full-time","white","man","$100,001-$120,000","PHD",""
179,2.6,2.5,4.5,6.14285714285714,2.77777777777778,6,2.88888888888889,5.57142857142857,3.11111111111111,3.5,5.1,3.5,2,4,3,3,2,2,2,3,2,2,3,4,2,2,2,2,5,2,3,2,4,5,4,5,6,6,7,6,6,6,6,4,2,3,2,4,2,4,2,2,6,6,6,6,6,6,6,4,2,3,2,4,3,4,2,2,5,6,6,6,6,4,6,3,4,3,3,5,2,4,2,2,3,2,5,3,2,5,5,2,3,5,5,5,3,6,5,5,5,6,6,5,4,3,2,2,1,1,1,38,"Full-time","white","man","Over $200,000","PHD",""
180,1.1,4.125,6.75,6,2,5.57142857142857,1.33333333333333,4.57142857142857,1.44444444444444,1,6.5,3,1.5,1,1,1,1,1,1,1,1,1,1,2,4,4,4,3,5,4,4,5,7,7,7,6,6,4,7,6,6,7,6,1,1,2,2,4,1,3,1,3,5,3,7,5,7,6,6,2,1,1,1,2,1,2,1,1,4,4,7,4,4,5,4,1,1,1,1,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,7,6,7,6,6,7,7,7,6,6,3,3,2,1,1,1,1,29,"Full-time","asian","woman",NA,"4yearColl",""
181,1.8,3.125,3,5.85714285714286,2.44444444444444,5.57142857142857,1.66666666666667,5.28571428571429,2,5.1,4.3,2.5,2,2,2,1,1,2,2,2,2,1,2,3,3,3,3,2,5,3,3,3,4,4,2,2,6,4,7,7,6,6,5,2,2,3,3,4,2,3,2,1,7,4,6,7,4,5,6,1,2,1,1,2,2,4,1,1,5,5,7,6,4,5,5,3,1,1,1,2,1,4,2,3,5,4,5,6,5,6,5,4,5,6,5,3,4,4,4,5,5,5,5,3,3,2,2,2,1,1,1,33,"Full-time","white","woman","$100,001-$120,000","2yearColl",""
182,1.7,5.25,5.5,4.71428571428571,1.77777777777778,5,1.55555555555556,5.14285714285714,1.77777777777778,5.8,3.6,5,1.5,2,1,1,1,2,1,1,1,1,5,3,5,7,5,5,5,5,5,5,6,4,6,6,3,4,5,5,5,6,5,1,2,3,2,1,3,2,1,1,5,3,5,5,6,6,5,2,1,2,1,1,3,2,1,1,5,4,7,5,4,6,5,4,1,1,1,2,1,4,1,1,6,5,6,6,5,6,6,6,6,6,4,3,4,4,3,3,3,4,4,4,5,5,2,1,1,1,1,29,"Full-time","white","woman","$100,001-$120,000","MA",""
183,3.5,3.25,4.25,4.71428571428571,3.33333333333333,5.71428571428571,1.55555555555556,4.57142857142857,2.22222222222222,3.9,5.2,4.5,2.5,3,4,5,3,3,2,5,3,3,2,5,4,3,3,4,2,3,3,4,5,5,5,2,2,3,6,7,6,3,6,2,5,3,3,5,6,3,2,1,2,4,6,7,7,7,7,2,1,1,2,2,3,1,1,1,5,3,7,5,2,5,5,4,1,1,1,5,1,5,1,1,3,5,5,3,2,5,3,5,5,3,7,3,5,5,5,7,7,5,5,3,4,5,3,2,1,1,1,30,"Full-time","black","woman","$80,001-$100,000","4yearColl",""
184,1.3,1,7,6.57142857142857,2.22222222222222,5,1.77777777777778,5.85714285714286,1.22222222222222,1.7,6.4,4,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,7,7,7,7,6,6,7,7,7,7,6,1,1,3,2,2,3,4,2,2,1,4,6,3,7,7,7,1,2,1,2,2,3,3,1,1,6,6,6,6,5,7,5,1,1,1,1,1,2,1,1,2,1,1,3,1,1,2,2,1,3,2,7,7,7,5,4,7,7,7,7,6,5,3,1,1,1,1,1,35,"Full-time","white","man","$0-$20,000","GED","None."
185,2.2,2,5.25,6,3.22222222222222,6.28571428571429,2.22222222222222,4.57142857142857,2.33333333333333,3.9,5.2,4,1,2,2,3,2,1,1,3,2,2,3,3,2,2,2,2,2,2,2,2,5,6,5,5,6,5,7,7,6,6,5,4,3,3,3,4,4,4,2,2,7,6,6,7,6,6,6,2,2,2,2,3,3,4,1,1,4,5,6,4,4,5,4,1,2,2,2,4,3,4,1,2,3,6,3,3,2,3,3,5,5,6,6,5,6,5,5,5,6,6,5,3,4,4,1,1,1,1,1,28,"Full-time","white","woman","$120,001-$140,000","MA",""
186,3.8,4.875,4.5,6.28571428571429,5,6,3.11111111111111,4.57142857142857,2,4.7,3.8,3.5,1,2,5,4,1,5,4,4,3,2,4,6,5,4,5,5,4,5,5,6,3,5,5,5,6,7,6,7,6,6,6,5,4,6,6,5,6,5,4,4,7,6,7,6,5,5,6,2,1,5,4,4,2,4,2,4,4,5,7,4,5,4,3,1,2,2,1,4,3,2,1,2,4,3,5,4,5,5,5,5,5,6,3,3,2,2,4,5,5,6,5,3,3,4,1,1,1,1,1,39,"Full-time","white","man","$40,001-$60,000","GED",""
187,4.2,3.25,4.5,5.57142857142857,3.11111111111111,5.57142857142857,2.66666666666667,3.28571428571429,3,4.1,4.1,2.5,1,3,4,4,2,5,4,5,5,3,5,5,3,3,3,4,3,3,4,3,5,6,4,3,6,5,6,5,6,5,6,4,2,3,4,4,2,5,2,2,6,4,6,6,6,5,6,4,2,1,3,4,2,4,2,2,5,4,5,3,2,2,2,3,3,3,3,4,3,4,2,2,2,3,5,4,5,5,3,4,4,6,5,3,6,3,4,5,4,2,5,4,3,2,1,1,1,1,1,30,"Part-time","white","woman","$20,001-$40,000","GED","n/a. Thanks!"
188,3.9,4.625,4.25,3.85714285714286,3.77777777777778,4,3.66666666666667,4,4.44444444444444,4.7,4.8,3,3,3,4,3,5,3,3,4,5,3,4,5,6,5,5,4,4,4,4,5,5,5,3,4,5,3,4,3,5,3,4,4,5,5,4,3,3,3,4,3,5,3,2,5,5,4,4,4,4,3,5,4,3,5,3,2,4,5,5,4,3,4,3,6,4,5,3,6,4,4,4,4,4,4,5,4,6,3,6,5,5,5,5,5,5,4,5,5,5,4,4,6,3,3,3,3,1,1,1,36,"Full-time","white","woman","$60,001-$80,000","MA",""
189,1.6,3.25,3.5,7,4.33333333333333,7,4.44444444444444,6.57142857142857,3.55555555555556,3.4,6.9,5,3,1,1,1,1,1,4,1,1,1,1,4,2,2,4,4,6,2,2,4,4,4,2,4,7,7,7,7,7,7,7,4,1,6,6,4,5,4,5,4,7,7,7,7,7,7,7,4,4,5,6,4,4,4,5,4,7,6,7,7,6,6,7,4,4,4,6,2,3,4,3,2,1,4,4,4,1,4,4,2,4,6,7,7,7,7,7,7,7,7,7,6,5,5,4,2,1,1,1,38,"Full-time","black",NA,NA,NA,""
190,2.8,4.625,2.25,6,2.66666666666667,5.57142857142857,2,5.42857142857143,1.44444444444444,5.5,4.4,3.5,1.5,1,3,2,4,2,2,5,2,1,3,4,5,5,3,5,4,5,5,5,2,3,2,2,7,5,7,6,6,5,6,5,2,3,1,4,2,4,1,2,6,3,6,5,5,7,7,2,1,2,2,2,2,3,1,3,5,5,7,5,6,6,4,1,2,2,1,2,1,1,1,2,6,6,6,5,6,5,6,4,5,6,6,4,4,2,3,5,6,6,5,3,4,3,2,1,1,1,1,33,"Part-time","white","man","$40,001-$60,000","2yearColl",""
191,3.5,1.625,4.25,6.57142857142857,4.33333333333333,6.14285714285714,1.88888888888889,6.57142857142857,2.77777777777778,3.8,4,4,2.5,4,5,4,2,3,2,5,3,2,6,3,2,1,2,1,1,2,2,2,6,6,3,2,7,5,7,7,6,7,7,4,6,5,3,5,5,4,5,2,7,4,7,7,6,5,7,3,2,2,1,2,2,3,1,1,6,5,7,7,7,7,7,2,5,4,1,4,4,3,1,1,3,5,4,4,2,2,4,5,3,6,4,2,4,2,5,2,4,5,6,6,4,4,2,3,1,1,1,48,"Full-time","white","man","Over $200,000","4yearColl",""
192,2.8,3.125,4,5.71428571428571,2.11111111111111,5.28571428571429,1.55555555555556,4.71428571428571,3.22222222222222,4.2,5.8,2,1.5,3,4,3,2,3,2,5,2,2,2,3,2,3,3,4,3,3,4,3,4,5,3,4,6,5,6,6,5,6,6,2,2,2,2,2,2,2,3,2,6,3,5,5,6,6,6,1,1,1,2,2,2,2,1,2,5,5,3,5,5,5,5,4,3,5,3,3,3,3,2,3,4,6,2,4,6,3,6,3,3,5,6,6,6,4,6,6,6,6,6,6,3,1,2,1,1,1,1,48,"Full-time","white","man","$60,001-$80,000","2yearColl",""
193,2.2,3,3.25,5.71428571428571,2.77777777777778,5.42857142857143,2,4.85714285714286,2.77777777777778,2.6,5.6,2.5,1,2,3,2,2,1,2,4,2,2,2,2,3,3,2,2,3,2,6,3,6,3,2,2,6,5,6,6,6,5,6,4,4,3,2,2,3,3,1,3,5,4,6,6,5,6,6,2,3,2,1,2,2,3,1,2,5,5,6,4,5,5,4,3,3,3,2,3,3,3,2,3,2,2,6,2,1,3,1,2,2,5,6,5,5,5,6,7,5,6,6,5,3,2,1,1,1,1,1,47,"Full-time","white","man","$100,001-$120,000","GED",""
194,6,5.625,1.25,6.71428571428571,5.66666666666667,6.85714285714286,4.44444444444444,5.57142857142857,4.44444444444444,6.9,1.8,2.5,3.5,5,6,6,7,7,6,6,6,4,7,5,6,6,5,6,7,2,6,7,1,1,1,2,7,6,7,7,7,7,6,7,5,6,6,7,6,7,6,1,7,7,7,7,7,7,6,6,3,2,5,6,5,6,6,1,5,5,7,5,6,5,6,7,4,4,4,7,4,6,3,1,7,7,7,7,7,7,7,7,6,7,2,1,2,1,1,1,5,3,1,1,2,3,3,4,1,1,1,32,"Full-time","white","man","$80,001-$100,000","2yearColl",""
195,2.3,6,3,7,3.88888888888889,7,1.22222222222222,5.42857142857143,1.77777777777778,5.5,4.1,5,2.5,2,4,3,1,1,1,5,1,2,2,3,6,6,6,6,6,6,6,6,3,3,3,3,7,7,7,7,7,7,7,5,3,7,7,3,5,3,1,1,7,7,7,7,7,7,7,1,2,1,2,1,1,1,1,1,5,7,5,5,6,6,4,1,2,1,1,5,1,2,1,2,5,6,5,3,5,6,6,6,6,7,5,3,5,3,3,3,6,6,5,2,5,5,3,2,1,1,1,26,"Full-time","white","woman","$80,001-$100,000","MA",""
196,2.9,4.375,5.25,6.14285714285714,3.88888888888889,5.71428571428571,2.77777777777778,5.14285714285714,2.22222222222222,3.7,5,4,2,2,4,2,2,2,2,2,3,3,5,4,3,5,3,5,5,5,4,5,5,6,5,5,6,6,6,7,6,6,6,5,3,3,4,5,4,6,3,2,6,5,6,6,5,6,6,4,3,2,3,3,3,4,1,2,6,5,6,6,5,4,4,3,2,1,3,2,2,5,1,1,5,3,3,2,2,5,2,5,5,5,6,5,6,4,4,6,4,5,5,5,4,4,2,2,1,1,1,21,"Full-time","white","woman","$20,001-$40,000","4yearColl",""
197,1.7,3.875,5,6.42857142857143,4,6,2.11111111111111,2.42857142857143,1.11111111111111,3.3,3.6,2,1,1,1,2,3,1,1,2,1,1,2,3,4,4,4,4,3,4,4,4,5,5,5,5,6,6,7,7,6,6,7,3,3,5,5,4,3,4,5,4,6,4,7,7,6,6,6,2,2,2,2,4,1,4,1,1,4,1,5,3,1,2,1,1,1,1,1,1,1,1,1,2,4,1,4,4,3,4,4,4,1,4,1,4,4,1,4,4,4,3,6,5,2,2,1,1,1,1,1,50,"Full-time","white","man","$60,001-$80,000","MA","None"
198,4.3,3.125,3,5.14285714285714,4.88888888888889,4.85714285714286,3.66666666666667,3.57142857142857,2.55555555555556,4.7,3.2,2,1,4,5,5,4,4,4,5,4,4,3,5,3,3,4,3,3,3,3,3,3,3,3,3,5,5,4,6,6,5,5,4,4,6,6,4,6,4,6,4,5,5,4,5,5,5,5,4,2,3,4,4,5,4,3,4,3,6,5,3,3,3,2,2,4,4,2,2,2,1,2,4,4,4,4,4,6,6,4,4,5,6,2,2,4,2,4,2,2,4,6,4,2,2,1,1,1,1,1,53,"Part-time","white","man","$0-$20,000","MA",""
199,3.7,5.375,3.5,5.57142857142857,4.66666666666667,5.28571428571429,4.44444444444444,5.57142857142857,4.66666666666667,4.7,5.4,4,4.5,5,5,2,5,5,3,6,2,5,2,2,5,6,5,5,5,5,6,6,2,3,3,6,7,6,5,6,6,4,5,5,6,3,5,5,6,5,5,2,6,5,5,6,3,6,6,5,5,3,5,5,5,5,5,2,5,6,5,6,6,6,5,5,6,3,6,5,6,5,3,3,3,5,6,6,6,5,3,3,5,5,6,6,6,5,5,6,5,5,5,5,5,3,5,4,1,1,1,35,"Full-time","white","woman","$60,001-$80,000","4yearColl","NICE"
200,3.9,4.125,2,7,3,7,2.44444444444444,7,3.33333333333333,6.5,7,5,5,2,5,1,7,7,1,7,3,6,1,1,7,5,7,4,1,1,7,1,1,1,1,5,7,7,7,7,7,7,7,1,1,1,7,1,7,7,1,1,7,7,7,7,7,7,7,2,1,1,1,1,7,7,1,1,7,7,7,7,7,7,7,5,7,1,3,1,7,4,1,1,6,7,7,5,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,1,1,1,37,"Full-time","white","man","$100,001-$120,000","4yearColl",""
201,1.8,1.5,6.25,7,1.66666666666667,7,1.66666666666667,6,1.11111111111111,4,5.3,5,1,2,3,4,1,1,1,2,1,1,1,3,1,1,2,1,4,1,1,1,6,7,6,6,7,7,7,7,7,7,7,1,1,1,1,4,1,4,1,1,7,7,7,7,7,7,7,1,1,1,1,4,1,4,1,1,6,6,7,5,5,7,6,1,1,1,1,1,1,1,1,2,4,4,6,4,1,4,4,1,5,7,5,5,6,5,4,6,5,6,7,4,5,5,1,1,1,1,1,34,"Full-time","multiracial","man","$100,001-$120,000","4yearColl",""
202,3.2,5.125,2.25,6.14285714285714,2.55555555555556,5.28571428571429,2.77777777777778,6.14285714285714,4.22222222222222,4,6.6,4,3,4,6,5,1,3,1,7,2,1,2,4,5,7,5,5,4,5,7,3,1,3,2,3,7,2,7,7,7,7,6,6,1,4,1,1,1,7,1,1,1,1,7,7,7,7,7,5,1,4,1,1,4,7,1,1,6,6,7,6,6,6,6,7,2,4,1,5,6,7,5,1,6,1,5,1,5,5,5,1,5,6,7,7,6,7,6,7,7,7,5,7,5,3,3,3,1,1,1,44,"Full-time","asian","woman","$140,001-$160,000","4yearColl",""
203,1.1,2.625,6.5,6.71428571428571,1.11111111111111,6.57142857142857,1.33333333333333,5.71428571428571,1.77777777777778,2.7,6.1,5,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,7,7,1,1,6,7,7,6,7,5,7,7,7,7,7,1,1,1,1,1,2,1,1,1,6,6,7,7,6,7,7,1,2,1,2,1,1,2,1,1,5,5,7,5,7,5,6,3,1,1,1,4,1,3,1,1,1,1,3,2,3,3,3,1,5,5,6,6,6,6,5,6,7,6,6,7,5,5,2,2,1,1,1,46,"Part-time","white","woman","$100,001-$120,000","4yearColl",""
204,2.4,3.25,4.75,5.71428571428571,2.55555555555556,5.28571428571429,2.33333333333333,6.28571428571429,2.33333333333333,3.4,5.6,3,2,1,4,2,2,1,2,2,2,1,5,3,2,2,2,4,6,6,2,2,3,5,5,6,6,4,5,6,6,6,7,3,1,2,2,5,2,4,2,2,6,3,4,5,6,7,6,2,2,1,2,5,2,4,1,2,6,5,7,6,7,6,7,4,1,1,1,3,4,4,1,2,1,5,4,3,3,3,3,2,5,5,6,6,6,6,5,5,5,4,7,6,3,3,2,2,1,1,1,51,"Full-time","white","woman","$80,001-$100,000","MA","na"
205,1.4,2.5,6.5,6.71428571428571,3.11111111111111,6.57142857142857,3.22222222222222,6,3.88888888888889,2.8,5.7,5,4,2,1,1,1,1,1,2,1,1,3,2,3,3,3,2,2,2,2,3,7,6,6,7,7,6,7,7,6,7,7,5,1,1,2,4,5,5,3,2,7,5,7,7,6,7,7,4,1,1,4,3,5,6,2,3,6,6,6,6,6,6,6,5,3,3,3,5,4,7,2,3,3,3,3,3,2,3,3,3,1,4,7,6,5,5,6,6,6,5,6,5,5,5,4,4,1,1,1,56,"Full-time","white","man","$40,001-$60,000","4yearColl","None."
206,2.4,3.25,5.25,6.85714285714286,3.11111111111111,6.28571428571429,2.44444444444444,6.85714285714286,3.11111111111111,3.5,5.1,5,2,2,2,4,2,2,2,3,2,2,3,2,3,3,3,3,4,3,4,3,5,6,5,5,7,7,6,7,7,7,7,2,3,3,2,5,4,4,3,2,7,5,6,6,7,7,6,2,2,1,3,5,2,4,1,2,7,6,7,7,7,7,7,3,2,2,3,5,5,4,3,1,4,3,3,3,2,3,3,4,4,6,6,5,4,5,6,6,4,5,5,5,5,5,2,2,1,1,1,51,"Part-time","white","man","$20,001-$40,000","PHD","Nothing in particular"
207,1.6,3.5,6.5,6.71428571428571,2.55555555555556,6.28571428571429,2.11111111111111,4.85714285714286,1.77777777777778,3.3,6.4,4,2.5,1,2,3,1,1,1,3,1,1,1,2,1,7,1,1,5,7,5,1,7,6,6,7,7,5,7,7,7,7,7,3,1,1,1,6,3,5,1,2,7,4,7,7,5,7,7,4,2,1,1,4,1,4,1,1,7,7,7,5,1,4,3,4,1,1,1,2,1,4,1,1,2,5,1,5,1,2,1,6,4,6,7,6,6,7,6,7,6,7,5,7,3,5,3,2,1,1,1,37,"Full-time","multiracial","man","$140,001-$160,000","4yearColl",""
208,2.4,3.5,3.25,6.14285714285714,2.77777777777778,6.57142857142857,2,5,1.88888888888889,3.6,5.2,5,2,2,3,4,2,1,2,4,2,1,2,3,3,3,3,3,3,3,6,4,3,3,3,4,7,5,5,7,6,6,7,1,1,1,1,5,6,4,3,3,7,6,7,7,6,6,7,1,1,4,1,4,2,3,1,1,4,6,6,5,4,5,5,2,2,2,2,2,2,2,1,2,5,4,3,2,2,3,4,4,4,5,6,5,4,5,6,6,5,6,5,4,5,5,2,2,1,1,1,41,"Full-time","white","woman","$40,001-$60,000","GED",""
209,2.7,4.75,3,6.28571428571429,2.55555555555556,6.28571428571429,2.22222222222222,6,2.33333333333333,4.1,5.9,5,2,2,5,5,2,1,1,5,2,1,2,3,5,5,5,6,2,5,4,6,3,3,2,4,7,5,6,7,6,6,7,4,2,3,2,2,2,3,2,3,7,6,5,6,6,7,7,4,1,3,1,2,3,3,2,1,5,6,7,4,6,7,7,4,2,2,2,2,2,4,2,1,3,3,5,5,4,5,4,5,3,4,7,6,6,6,6,7,6,4,6,5,5,5,2,2,1,1,1,36,"Full-time","white","woman","$120,001-$140,000","2yearColl",""
210,4.2,4.625,3.75,5.14285714285714,4.88888888888889,4.71428571428571,5,5.14285714285714,4.55555555555556,5,5.2,3.5,3.5,4,6,3,6,5,4,6,3,4,2,3,5,5,4,5,4,4,6,4,3,4,3,5,6,5,5,4,5,6,5,4,5,5,6,5,6,3,6,4,6,4,4,5,4,5,5,6,4,6,6,5,6,2,6,4,6,6,2,5,6,6,5,5,5,6,6,5,5,2,4,3,6,5,4,5,5,5,5,5,6,4,5,6,5,5,6,6,5,4,6,4,5,2,4,3,1,1,1,26,"Full-time","white","man","$60,001-$80,000","MA","very nice survey"
211,1.3,1.25,6.25,5.57142857142857,1.11111111111111,5.42857142857143,1.11111111111111,5.28571428571429,1.55555555555556,1.5,5.2,4.5,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,6,7,6,6,6,2,7,7,6,6,5,1,1,1,1,2,1,1,1,1,7,1,6,6,6,7,5,1,1,1,1,1,1,2,1,1,4,6,7,5,4,5,6,1,5,2,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,2,4,7,5,6,5,6,4,4,5,6,5,4,1,1,1,1,1,25,"Full-time","white","man","$60,001-$80,000","4yearColl",""
212,2.3,4.5,3.75,6.42857142857143,5.33333333333333,5.71428571428571,2,5,2.11111111111111,4.7,4.5,4.5,1.5,2,5,3,1,1,2,4,1,1,2,3,5,5,5,5,4,2,5,5,3,4,4,4,7,6,7,7,6,5,7,5,5,5,5,6,6,7,6,3,7,3,5,6,6,6,7,2,2,1,1,4,2,3,2,1,4,6,5,4,6,4,6,2,3,2,3,1,2,2,2,2,4,5,5,4,3,5,5,5,6,5,4,4,4,3,4,6,4,6,6,4,5,4,2,1,1,1,1,32,"Full-time","white","man","$100,001-$120,000","4yearColl",""
213,4.2,4,3,5,3.66666666666667,5,3.33333333333333,4.85714285714286,4.11111111111111,4,4.7,4.5,3,3,5,3,5,5,4,4,4,5,3,4,5,5,4,5,4,3,4,2,2,3,3,4,5,5,6,6,5,4,4,3,5,4,4,4,4,5,2,2,6,5,5,6,4,6,3,4,2,1,6,4,4,3,5,1,4,5,4,6,5,6,4,5,4,4,5,3,4,4,3,5,4,5,4,5,4,4,2,4,5,3,4,4,2,6,5,5,5,5,6,5,5,4,3,3,0,0,1,37,"Full-time","white","woman","$60,001-$80,000","4yearColl",""
214,2.8,3.25,3.5,4.14285714285714,3.88888888888889,4.14285714285714,3.88888888888889,5.42857142857143,2.11111111111111,2.5,5.8,3.5,3,4,4,4,2,2,2,4,4,2,2,2,3,4,4,3,2,4,3,3,4,2,4,4,5,5,4,4,4,4,3,4,4,2,4,5,4,4,4,4,4,5,4,4,4,4,4,4,3,3,4,5,5,4,3,4,5,5,7,5,5,6,5,1,1,1,1,4,4,5,1,1,4,2,1,2,2,2,2,2,4,4,6,7,6,5,6,6,6,5,6,5,4,3,3,3,1,1,1,26,"Full-time","white","man","$40,001-$60,000","GED",""
215,2.3,4.625,1.5,6.85714285714286,5.88888888888889,7,2.11111111111111,4.71428571428571,4.22222222222222,5,5.4,4.5,1.5,3,5,3,1,1,1,5,1,4,1,1,6,4,6,4,3,4,6,4,1,3,1,1,7,6,7,7,7,7,7,7,6,6,6,7,6,7,7,1,7,7,7,7,7,7,7,4,1,4,1,2,2,3,1,1,4,5,5,4,5,5,5,3,4,4,4,6,4,6,5,2,5,5,4,5,4,5,5,6,5,6,6,4,6,7,4,4,5,5,7,6,4,5,2,1,1,1,1,30,"Full-time","hispanic","woman","$20,001-$40,000","GED",""
216,1.7,2.5,7,4,2.33333333333333,5,1.33333333333333,7,1,2.2,6.7,4.5,1,1,1,7,1,1,1,1,1,1,1,2,1,1,1,1,4,4,1,7,7,7,7,7,7,4,7,7,1,1,1,1,1,1,1,7,1,7,1,1,3,4,7,6,1,7,7,1,1,1,1,1,1,4,1,1,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,5,2,6,7,7,7,7,7,7,6,7,6,5,4,1,1,1,1,1,40,"Full-time","white","man","$60,001-$80,000","4yearColl",""
217,1.9,2.5,4.5,6.42857142857143,4.33333333333333,6.14285714285714,1.88888888888889,4.42857142857143,1.77777777777778,3.4,6,3,2,1,3,1,2,1,1,2,1,1,3,4,2,2,2,2,3,2,5,2,5,5,3,5,7,5,7,7,6,6,7,6,2,5,5,6,5,4,5,1,7,2,7,7,6,7,7,1,1,1,3,2,2,5,1,1,5,4,5,4,4,4,5,2,1,1,2,1,1,4,1,3,5,5,2,1,1,2,2,5,5,6,6,7,5,6,5,7,7,6,6,5,4,2,2,2,1,1,1,43,"Full-time","white","man","Over $200,000","4yearColl",""
218,3.8,4.125,3.5,5.57142857142857,6.44444444444444,5.85714285714286,2.66666666666667,3,1.77777777777778,5.8,4.1,2,1,3,4,2,3,4,2,5,3,3,5,7,4,5,3,4,4,4,6,3,4,2,2,6,5,6,7,5,6,5,5,7,7,7,7,6,7,6,7,4,7,3,6,7,6,6,6,4,1,3,3,4,2,4,2,1,2,4,2,2,4,3,4,1,2,1,2,1,3,1,1,4,5,7,7,5,5,5,5,6,6,7,5,4,5,2,2,4,4,5,5,5,2,2,1,1,1,1,1,56,"Full-time","multiracial","woman","$0-$20,000","4yearColl","I am an atheist socialist"
219,2,2.25,6,6.42857142857143,2.55555555555556,6.71428571428571,1.33333333333333,5.28571428571429,2.33333333333333,2.4,5.8,5,1,1,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,6,6,6,6,7,5,6,7,6,7,7,7,2,1,2,2,1,4,1,3,7,6,7,7,6,7,7,2,1,1,2,1,1,1,1,2,5,6,6,6,4,5,5,2,2,2,2,5,1,2,3,2,2,2,3,2,2,2,2,2,2,5,6,6,5,6,6,6,6,6,6,5,5,5,1,1,1,1,1,62,"Part-time","white","woman","$20,001-$40,000","MA",""
220,3,3.25,5.5,6.28571428571429,3.33333333333333,6,2.11111111111111,4.28571428571429,3.77777777777778,2,5.6,3,3,5,4,1,1,1,4,4,4,4,1,6,6,1,7,1,4,1,2,4,4,4,7,7,7,6,7,7,6,7,4,4,4,1,4,1,4,7,1,4,6,4,7,6,5,7,7,2,4,1,1,1,1,4,1,4,7,5,7,1,1,5,4,7,5,1,1,7,4,7,1,1,4,1,1,1,5,4,1,1,1,1,7,6,5,6,4,4,7,4,6,7,5,1,5,1,1,1,1,36,"Full-time","black","man","$80,001-$100,000","4yearColl",""
