"PID","Status","Progress","Duration..in.seconds.","Finished","consent","commit","CWV_1","CWV_2","CWV_3","CWV_4","CWV_5","CWV_6","CWV_7","CWV_8","CWV_9","CWV_10","check_1","ZSB_1","ZSB_2","ZSB_3","ZSB_4","ZSB_5","ZSB_6","ZSB_7","ZSB_8","copri_1","copri_2","copri_3","copri_4","exp_infl_1","exp_infl_2","exp_infl_3","exp_infl_4","exp_infl_5","exp_infl_6","exp_infl_7","exp_infl_8","exp_infl_9","exp_infl_10","exp_infl_11","exp_infl_12","exp_infl_13","exp_infl_14","exp_infl_15","exp_infl_16","exp_rel_1","exp_rel_2","exp_rel_3","exp_rel_4","exp_rel_5","exp_rel_6","exp_rel_7","exp_rel_8","check_2","exp_rel_9","exp_rel_10","exp_rel_11","exp_rel_12","exp_rel_13","exp_rel_14","exp_rel_15","exp_rel_16","TOPS_coer_1","TOPS_coer_2","TOPS_coer_3","TOPS_coer_4","TOPS_coer_5","TOPS_coer_6","TOPS_coer_7","TOPS_coer_8","TOPS_coer_9","TOPS_coer_10","TOPS_coll_1","TOPS_coll_2","TOPS_coll_3","TOPS_coll_4","TOPS_coll_5","TOPS_coll_6","TOPS_coll_7","TOPS_coll_8","TOPS_coll_9","TOPS_coll_10","infl_care","rel_care","infl_bother","rel_bother","tradeoff","self_1","self_2","self_3","self_4","self_5","self_6","self_7","self_8","self_9","self_10","self_11","self_12","self_13","self_14","self_15","self_16","age","gender_.99_TEXT","race_5_TEXT","feedback","Employment_1","Employment_2","Employment_3","Employment_4","Employment_5","Employment_6","Employment_7","Employment_8","Employment_9","gender","race_1","race_2","race_3","race_4","race_5","race_6","edu","income"
247,"0","100","1016","1","1","1","7","4","3","4","5","6","6","4","5","3","5","5","5","5","5","6","4","4","3","6","7","7","1","7","4","5","2","7","1","7","2","3","6","2","3","4","3","7","1","6","2","4","2","1","2","6","1","1","4","7","2","4","7","2","7","1","5","7","7","6","5","5","5","2","6","4","2","5","2","1","1","4","4","7","2","2","1","3","1","3","4","4","1","5","1","1","1","4","1","6","2","1","1","6","1","3","1","40","","","","Full-time","","","","","","","","","woman","","black","","","","","4yearColl","$60,001-$80,000"
248,"0","100","1165","1","1","1","4","6","1","2","6","4","7","2","5","4","5","1","2","2","2","4","7","4","5","4","4","5","3","7","4","4","2","2","3","7","1","4","7","6","4","7","6","7","1","7","3","4","2","1","1","7","1","1","6","7","2","6","7","1","7","1","4","6","7","7","4","5","5","4","6","6","6","4","4","5","4","6","4","5","5","3","2","4","1","3","1","6","1","4","1","1","1","5","1","7","4","1","5","7","1","4","1","31","","","","Full-time","","","","","","","","","man","asian","","","","","","4yearColl","$60,001-$80,000"
249,"0","100","1157","1","1","1","5","6","3","1","7","4","7","1","6","4","5","3","3","3","3","7","3","3","3","3","3","4","5","7","1","3","1","1","2","7","4","6","7","1","4","6","1","6","2","6","1","1","1","1","1","6","1","1","3","6","1","4","6","1","6","2","1","1","4","1","1","1","1","5","1","6","7","7","6","6","6","7","6","7","6","7","2","3","2","2","3","6","1","5","2","1","2","5","1","4","6","1","3","6","1","6","2","40","","","","Full-time","","","","","","","","","man","asian","","white","","","","MA","$140,001-$160,000"
250,"0","100","1179","1","1","1","5","5","5","5","4","4","5","5","6","5","5","6","5","5","6","3","5","5","5","5","5","5","5","6","4","5","5","4","5","6","5","6","7","6","1","7","1","5","1","7","5","5","3","1","2","7","3","1","6","7","5","4","7","1","7","2","5","6","6","5","6","6","6","6","7","6","5","7","6","7","2","7","5","5","5","5","4","4","4","4","4","4","4","4","4","5","4","3","4","4","4","3","3","5","1","4","2","45","","","","Full-time","","","","","","","","","woman","","","white","","","","MA","Over $200,000"
251,"0","100","1103","1","1","1","3","5","3","3","6","3","6","2","7","5","5","2","2","3","2","1","6","3","6","2","3","5","6","6","3","3","3","3","3","6","3","6","7","5","5","6","3","7","2","7","2","3","3","3","3","6","3","1","5","6","3","6","6","3","6","2","3","1","3","2","3","1","5","3","3","1","6","7","6","5","7","6","6","5","7","6","4","4","2","4","4","5","1","4","3","2","1","5","1","7","5","1","5","6","1","6","1","33","","","This was a very interesting study, thanks for the opportunity to contribute. ","Full-time","","","","","","","","","man","","","white","","","","GED","$20,001-$40,000"
252,"0","100","1095","1","1","1","5","3","3","7","5","5","5","2","5","5","5","3","3","3","3","6","5","3","6","5","3","5","3","6","6","6","6","1","6","6","6","1","6","5","1","6","5","6","2","7","3","5","3","2","2","7","2","1","6","7","4","5","7","2","7","1","5","5","5","5","5","5","5","5","5","5","6","6","5","5","6","6","6","6","7","5","2","3","2","3","2","6","5","6","3","2","4","5","3","4","5","2","3","6","2","5","1","40","","","","","Part-time","","","","","","","","woman","","black","","","","","4yearColl","$40,001-$60,000"
253,"0","100","1198","1","1","1","3","6","2","2","6","2","6","2","6","5","5","2","2","2","2","6","6","2","6","3","2","2","3","6","4","4","2","2","3","6","2","5","6","2","5","6","3","6","2","6","4","3","2","2","2","6","2","1","5","6","2","4","6","1","6","2","2","3","6","3","2","6","3","3","2","5","5","5","3","2","3","6","5","6","6","4","3","5","1","3","2","6","3","6","2","2","2","6","1","5","6","2","4","6","2","6","2","46","","","","Full-time","","","","","","","","","man","asian","","white","","","","4yearColl","Over $200,000"
254,"0","100","1260","1","1","1","5","2","2","4","4","5","5","2","5","4","5","4","4","3","3","6","6","4","4","4","4","5","4","7","4","4","2","1","3","6","5","4","5","3","2","5","1","6","2","5","2","4","1","1","1","4","1","1","4","5","3","4","4","1","4","1","4","4","5","5","4","3","5","4","4","5","6","6","6","6","5","6","6","6","5","6","3","2","3","2","4","4","5","5","5","3","4","4","4","3","4","3","4","4","1","4","5","39","","","","Full-time","","","","","","","","","man","","","white","","","","2yearColl","$60,001-$80,000"
255,"0","100","1309","1","1","1","2","6","2","1","7","2","7","1","6","5","5","1","2","2","1","3","3","3","6","3","2","3","6","7","3","4","1","7","1","7","2","3","7","2","5","7","1","7","1","7","2","6","1","2","1","7","1","1","7","6","1","6","7","1","7","1","1","5","5","5","2","3","2","5","6","7","5","5","6","6","7","7","6","7","6","5","2","5","1","4","1","4","5","1","3","1","1","1","1","7","1","1","5","1","1","1","1","25","","","","","Part-time","","","","","","","","man","","black","","","","","GED","$0-$20,000"
256,"0","100","1230","1","1","1","1","6","1","1","6","2","6","1","6","6","5","5","2","4","4","6","4","5","6","4","2","4","6","7","2","3","2","1","2","7","3","3","7","2","5","7","4","7","1","7","3","3","2","1","3","7","1","1","6","7","2","5","7","3","7","1","3","5","6","3","3","4","5","6","4","6","7","5","5","5","3","5","6","5","5","3","1","5","2","5","1","7","1","7","4","1","1","7","1","6","7","2","7","7","1","7","1","28","","","","","","","","","","Homemaker","","","woman","asian","","","","","","4yearColl","Over $200,000"
257,"0","100","1182","1","1","1","4","7","6","5","7","6","4","5","6","6","5","5","5","4","5","5","7","6","1","5","5","6","6","4","5","6","7","2","5","5","5","5","6","6","6","5","7","6","5","6","3","6","1","2","1","6","5","1","1","7","7","4","7","2","6","1","3","4","2","2","5","5","5","4","3","4","6","6","7","5","6","5","6","5","6","5","3","4","4","5","4","6","6","6","6","1","6","7","7","7","7","5","5","7","1","6","1","38","","","","Full-time","","","","","","","","","woman","asian","","","","","","4yearColl","$60,001-$80,000"
258,"0","100","1181","1","1","1","3","6","2","1","6","2","6","2","6","4","5","5","5","5","5","6","4","6","4","3","2","3","5","7","1","5","2","2","1","7","2","5","6","3","5","7","7","7","1","7","1","3","1","1","1","7","1","1","5","6","2","5","7","1","7","2","2","4","4","1","2","2","2","2","3","4","6","6","6","6","3","7","6","6","7","5","2","5","2","4","2","5","2","5","2","1","1","5","2","5","7","1","6","5","1","6","2","38","","","None ","Full-time","","","","","","","","","man","","black","","","","","4yearColl","$100,001-$120,000"
259,"0","100","1327","1","1","1","3","6","2","2","6","2","6","2","5","6","5","5","5","5","5","5","5","5","5","2","2","3","6","7","2","6","1","2","2","7","2","5","6","6","4","7","1","6","2","7","6","4","3","1","5","6","5","1","6","6","3","6","6","1","6","1","5","5","2","5","5","5","5","2","5","5","6","6","6","6","6","6","6","5","6","6","4","4","2","2","4","6","6","4","4","2","4","6","4","4","6","4","3","6","3","6","2","37","","","","","Part-time","","","","","","","","man","","black","","","","","GED","$20,001-$40,000"
260,"0","100","585","1","1","1","5","6","3","2","6","5","7","2","5","5","5","2","3","3","3","5","6","3","6","5","5","5","3","7","5","7","4","2","4","7","5","4","7","5","1","7","4","6","1","7","3","6","2","1","2","7","3","1","5","6","2","5","7","1","7","1","3","5","5","5","3","5","5","3","6","6","6","6","5","5","6","6","6","5","5","3","2","4","2","2","4","6","3","6","3","3","4","6","3","5","6","2","4","6","3","6","2","43","","","","Full-time","","","","","","","","","man","asian","","","","","","4yearColl","$40,001-$60,000"
261,"0","100","1272","1","1","1","2","7","1","6","6","6","6","1","2","2","5","3","3","3","5","6","5","6","5","3","5","5","1","7","4","5","2","2","2","7","1","4","6","2","6","7","1","7","1","7","3","5","1","3","3","7","2","1","4","6","2","6","7","1","6","1","4","7","6","2","5","6","5","3","5","7","2","1","1","1","5","6","6","7","5","6","2","5","2","5","4","3","4","5","1","4","1","4","1","7","6","1","3","5","1","5","7","51","","","","Full-time","","","","","","","","","woman","","","white","","","","4yearColl","$60,001-$80,000"
262,"0","100","1108","1","1","1","4","4","4","4","4","4","4","4","7","4","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","2","4","4","4","4","4","4","4","4","6","4","4","4","4","3","3","3","3","3","6","6","6","3","1","2","3","2","4","5","4","3","6","3","7","2","24","","","good study","Full-time","","","","","","","","","man","","black","","","","","MA","$80,001-$100,000"
263,"0","100","1394","1","1","1","6","4","4","6","4","6","7","4","4","1","5","6","5","5","6","1","1","7","3","6","4","4","2","7","7","4","7","1","6","5","6","5","6","3","4","6","2","5","1","7","1","4","1","4","1","7","1","1","5","4","1","4","4","1","4","1","4","5","4","4","6","4","2","4","5","7","4","1","1","1","4","7","7","4","6","4","1","1","1","1","3","2","4","1","1","5","1","2","1","7","1","1","7","2","1","1","4","44","","","","Full-time","","","","","","","","","man","asian","","","","","","4yearColl","$40,001-$60,000"
264,"0","100","1232","1","1","1","5","4","1","1","7","5","7","1","6","6","5","2","2","1","1","6","6","5","6","3","3","5","4","6","1","6","1","1","1","6","1","4","7","1","3","7","1","7","1","7","1","6","1","1","1","7","1","1","7","7","1","7","6","1","7","2","1","1","4","3","1","3","3","5","6","6","6","7","5","3","5","7","7","6","6","5","3","4","2","4","4","5","4","5","3","3","3","5","2","5","3","4","3","3","1","4","2","31","","","","Full-time","","","","","","","","","man","","","white","","","","4yearColl","$60,001-$80,000"
265,"0","100","1399","1","1","1","5","4","3","4","6","4","5","3","4","5","5","2","3","2","5","4","4","4","5","5","5","5","5","6","4","6","5","2","5","6","5","2","6","6","2","5","4","5","2","6","4","5","2","4","3","6","2","1","5","5","3","4","6","2","5","2","2","3","2","3","4","3","2","3","4","4","5","5","5","5","5","5","5","5","5","4","2","3","3","3","3","4","3","4","2","3","2","4","4","5","4","3","4","4","2","4","2","29","","","","Full-time","","","","","","","","","woman","asian","","","","","","4yearColl","$40,001-$60,000"
266,"0","100","1407","1","1","1","5","6","1","2","7","4","7","1","7","3","5","3","3","3","3","5","5","3","2","6","5","5","3","7","4","5","1","1","2","7","1","4","7","1","4","7","1","6","2","7","2","6","2","1","1","7","3","1","6","6","2","4","7","1","6","1","6","4","4","5","1","3","5","3","3","6","6","5","5","4","5","6","6","2","5","3","2","5","1","5","2","6","4","6","1","1","1","6","2","7","4","1","3","6","1","6","1","47","","","","Full-time","","","","","","","","","man","","","white","","","","MA","$40,001-$60,000"
267,"0","100","1136","1","1","1","7","6","4","3","3","4","7","2","5","4","5","2","4","5","4","3","7","6","5","6","4","6","2","7","1","6","2","2","1","7","1","7","6","1","5","7","1","7","1","7","2","4","1","1","1","7","1","1","7","6","1","4","7","1","7","4","4","6","5","6","3","7","5","5","4","6","6","7","6","6","7","6","6","6","7","7","2","4","3","4","2","7","1","6","4","2","3","6","2","6","5","3","4","7","2","6","1","51","","","","Full-time","","","","","","","","","woman","","black","","","","","4yearColl","$40,001-$60,000"
268,"0","100","840","1","1","1","1","6","2","2","6","3","6","1","5","5","5","3","3","3","3","5","5","3","5","3","3","3","5","7","6","6","2","1","6","7","2","2","7","6","3","7","4","7","2","6","2","6","2","2","2","6","2","1","6","6","3","4","6","2","6","2","5","5","5","5","5","5","5","5","5","6","5","4","5","4","3","5","6","5","5","3","3","4","2","3","2","5","4","5","3","2","4","5","4","5","5","4","3","4","2","5","2","49","","","Thank you, enjoy your day!","Full-time","","","","","","","","","man","asian","","","","","","4yearColl","$80,001-$100,000"
269,"0","100","1349","1","1","1","5","4","2","5","7","6","5","5","2","3","5","2","2","2","1","6","5","1","7","5","5","5","3","7","6","4","3","3","5","7","5","7","7","6","5","7","5","7","3","7","3","3","2","2","2","7","4","1","7","7","5","5","7","4","7","4","3","3","5","5","5","2","5","4","4","6","6","4","5","4","5","5","5","3","7","7","3","4","1","4","4","5","7","5","4","2","6","5","6","2","7","4","6","7","7","5","4","44","","","","Full-time","","","","","","","","","man","","","white","","","","GED","$180,001-$200,000"
270,"0","100","1473","1","1","1","2","5","1","2","5","2","5","1","3","5","5","2","1","2","2","7","5","2","6","2","2","3","5","7","5","6","3","2","5","7","5","3","6","5","2","7","2","7","2","6","3","5","2","2","2","6","3","1","4","5","3","4","5","1","6","1","5","5","5","3","3","3","3","4","2","6","4","4","5","5","3","7","4","6","3","2","2","4","3","3","4","5","4","5","2","2","3","4","2","6","5","3","3","5","3","4","2","33","","","Na","Full-time","","","","","","","","","man","","","white","hispanic","","","4yearColl","$140,001-$160,000"
271,"0","100","1131","1","1","1","2","7","1","1","7","1","7","1","5","5","5","3","2","2","2","5","6","3","6","2","2","2","6","6","2","5","2","1","3","6","3","4","6","3","3","7","3","6","2","6","2","5","2","1","2","6","2","1","6","7","2","5","7","1","7","1","3","2","3","3","2","2","3","3","3","5","6","7","6","5","5","5","5","6","6","5","3","3","3","3","4","5","3","5","3","2","4","5","3","4","6","3","4","6","3","6","2","38","","","","Full-time","","","","","","","","","man","","","white","","","","GED","$40,001-$60,000"
272,"0","100","1376","1","1","1","5","6","5","4","7","5","6","4","6","4","5","3","3","3","3","6","6","3","6","5","5","5","4","7","3","6","3","2","2","7","4","4","6","2","4","7","2","7","1","1","4","4","1","1","1","7","4","1","4","6","3","4","6","3","7","2","3","5","5","5","3","6","5","2","6","6","7","3","5","3","5","3","6","5","6","5","4","3","2","3","4","6","4","7","3","1","2","6","3","5","7","3","3","6","2","7","1","38","","","Thanks","Full-time","","","","","","","","","man","","black","","","","","2yearColl","$100,001-$120,000"
273,"0","100","1446","1","1","1","2","6","2","2","6","2","6","2","5","5","5","2","4","4","2","4","6","4","6","2","2","2","5","7","6","7","2","1","4","7","4","3","7","4","2","7","4","7","2","7","3","6","2","3","2","7","2","1","4","5","2","4","6","1","7","1","2","2","4","2","2","3","2","2","2","5","5","4","5","4","4","5","5","5","5","4","3","4","3","4","1","7","4","7","4","1","1","7","3","4","7","2","2","7","1","7","1","34","","","","Full-time","","","","","","","","","woman","","","white","","","","MA","$60,001-$80,000"
274,"0","100","1649","1","1","1","2","6","2","2","6","2","6","2","3","6","5","4","3","4","4","6","6","4","6","2","2","2","6","7","2","6","2","1","2","7","2","5","7","2","4","6","2","7","1","7","2","5","2","1","2","7","3","1","6","6","2","4","6","2","7","1","4","3","4","4","4","2","4","2","4","5","4","4","4","2","4","4","4","4","6","4","1","4","1","4","3","2","1","3","1","3","1","3","1","7","4","1","7","3","1","4","4","40","","","","Full-time","","","","","","","","","man","","","white","","","","4yearColl","$100,001-$120,000"
275,"0","100","1528","1","1","1","5","5","2","3","7","4","7","2","6","6","5","3","2","3","2","5","6","4","6","6","4","6","2","7","5","7","1","1","3","7","4","7","7","3","6","7","2","7","1","6","2","4","1","2","2","7","1","1","1","6","2","7","7","2","6","1","5","3","3","3","3","4","3","2","5","6","6","7","7","6","6","6","7","5","6","6","3","5","3","5","2","6","3","5","2","1","2","7","5","6","6","4","3","7","2","7","1","34","","","This was a nice study.","Full-time","","","","","","","","","man","","","white","","","","4yearColl","$100,001-$120,000"
276,"0","100","1665","1","1","1","6","4","3","5","6","4","4","4","6","5","5","5","6","6","5","5","4","6","4","6","6","6","4","6","2","4","1","2","1","6","1","4","5","2","4","5","1","5","1","6","1","3","1","1","1","6","1","1","6","4","4","5","5","1","5","1","4","4","5","5","4","5","5","5","5","4","6","3","5","4","4","5","5","5","5","5","2","4","3","4","4","5","4","5","4","3","3","4","2","5","4","2","7","5","3","5","2","43","","","","Full-time","","","","","","","","","woman","","","white","","","","4yearColl","Over $200,000"
277,"0","100","1682","1","1","1","1","7","1","1","7","1","7","1","6","7","5","1","1","1","1","7","7","1","7","1","1","1","7","7","3","6","2","1","1","7","1","3","6","1","4","7","2","6","2","5","2","6","1","3","1","6","1","1","3","6","1","6","7","2","6","1","7","6","6","5","5","5","5","6","7","6","2","5","6","6","1","5","5","6","2","1","1","4","1","3","1","6","3","6","1","1","1","6","2","7","6","1","5","5","1","6","1","43","","","","Full-time","","","","","","","","","woman","asian","","white","","","","4yearColl","$40,001-$60,000"
278,"0","100","1688","1","1","1","5","3","3","3","5","5","6","5","3","5","5","3","3","3","3","6","5","3","6","6","6","6","3","7","5","7","3","1","2","6","2","7","7","3","1","7","3","7","1","7","3","6","2","1","1","7","3","1","6","7","3","4","7","2","7","1","3","3","5","3","3","5","3","3","3","5","7","6","7","7","6","6","6","7","6","5","4","5","2","4","2","7","6","7","3","1","4","7","4","3","6","3","2","6","2","7","2","27","","","","Full-time","","","","","","","","","woman","","","white","","","","4yearColl","$80,001-$100,000"
279,"0","100","1652","1","1","1","1","7","2","3","7","2","6","1","3","6","5","2","2","2","2","7","7","3","6","2","1","3","7","7","4","6","2","1","3","7","3","5","6","2","6","6","3","7","1","7","3","2","1","1","2","6","3","1","6","6","2","6","7","1","6","1","3","2","6","4","3","2","5","5","6","6","2","3","5","3","5","5","7","5","6","6","2","5","3","5","2","6","2","5","2","2","2","6","2","5","5","1","6","5","1","5","2","32","","","","Full-time","","","","","","","","","man","","","white","","","","4yearColl","$140,001-$160,000"
280,"0","100","1613","1","1","1","5","6","2","3","6","5","6","1","7","4","5","4","4","5","4","4","5","5","5","5","6","5","4","5","4","5","4","3","3","5","5","6","4","3","5","4","4","5","5","6","4","3","4","5","5","4","3","5","5","4","5","4","5","3","4","3","3","4","4","3","4","5","4","3","3","4","5","4","3","5","4","5","6","4","4","5","2","4","3","2","2","4","5","4","4","3","3","4","2","4","4","3","5","5","2","4","5","40","","Native American","","Full-time","","","","","","","","","man","","","","",NA,"","GED","$40,001-$60,000"
281,"0","100","1544","1","1","1","2","5","2","4","5","5","6","3","5","5","5","2","1","2","2","5","6","2","7","1","1","5","5","7","4","5","2","2","1","7","5","4","7","3","4","6","3","6","3","7","4","5","1","2","1","7","1","1","4","7","1","4","7","1","6","3","1","1","7","1","1","5","1","3","2","7","7","5","6","5","5","5","7","5","5","5","2","4","2","4","4","5","1","5","4","2","1","5","4","6","7","2","7","6","1","6","3","60","","","","Full-time","","","","","","","","","woman","","","white","","","","MA","$60,001-$80,000"
282,"0","100","1809","1","1","1","6","4","4","3","5","5","6","1","4","6","5","5","5","3","6","4","3","6","3","6","6","7","3","7","2","5","1","2","1","7","3","5","7","2","4","7","1","5","1","6","1","3","1","3","1","7","4","1","2","7","2","5","7","1","5","1","5","6","5","2","1","6","5","3","6","6","5","3","4","1","4","5","5","5","6","2","1","5","2","3","3","5","1","6","2","4","4","5","5","2","2","2","5","5","3","5","3","64","","","","Full-time","","","","","","","","","man","asian","","","","","","2yearColl","$60,001-$80,000"
283,"0","100","1794","1","1","1","6","3","2","6","4","5","5","1","5","6","5","1","3","1","1","7","7","5","7","7","2","5","5","6","6","6","5","4","1","6","4","4","6","4","4","7","1","7","2","6","5","6","6","3","1","7","7","1","4","6","6","4","7","1","5","4","6","4","1","1","1","1","5","6","3","2","6","4","5","7","7","3","5","7","6","6","3","3","2","3","5","6","7","5","2","3","4","5","7","2","5","4","1","4","1","6","3","41","","","","Full-time","","","","","","","","","woman","","","white","","","","2yearColl","$40,001-$60,000"
284,"0","100","1869","1","1","1","5","5","3","3","5","4","5","3","5","3","5","3","3","2","2","5","6","4","6","4","4","5","3","6","3","6","3","2","2","6","3","5","5","5","5","5","5","5","2","6","3","5","3","2","2","6","4","1","5","6","3","5","6","3","6","2","4","4","4","3","4","4","4","4","3","5","5","4","3","4","3","5","5","4","5","3","1","2","1","2","2","4","1","4","2","2","2","3","2","4","4","2","5","4","2","4","4","53","","","none","Full-time","","","","","","","","","man","","","white","","","","4yearColl","$160,001-$180,000"
285,"0","100","2085","1","1","1","5","6","1","1","7","3","7","1","4","5","5","3","2","2","3","6","6","6","5","5","4","7","5","5","6","1","1","1","1","6","1","4","6","2","4","7","1","7","1","6","1","1","1","1","1","6","1","1","6","6","1","6","6","1","6","2","5","5","5","6","5","5","5","6","2","7","7","6","3","6","7","6","6","6","6","5","4","5","2","5","1","4","4","5","2","2","3","4","2","6","4","3","3","6","2","5","2","23","","","","Full-time","","","","","","","","","woman","","","white","hispanic","","","4yearColl","$20,001-$40,000"
286,"0","100","2029","1","1","1","5","5","2","2","7","6","7","4","6","3","5","6","4","5","4","6","4","6","3","5","5","5","4","7","4","7","2","1","2","7","2","6","6","2","2","6","2","6","2","7","2","6","1","1","1","7","1","1","4","6","3","4","6","2","5","1","5","6","5","5","4","6","5","6","6","6","6","6","6","5","6","6","6","6","6","6","4","5","3","3","4","7","4","7","2","1","4","7","2","3","7","2","2","7","4","7","1","33","","","Thank you for the opportunity","Full-time","","","","","","","","","man","","","white","","","","4yearColl","$60,001-$80,000"
287,"0","100","2165","1","1","1","4","5","4","3","4","6","6","4","6","2","5","5","6","6","7","7","2","6","6","6","5","5","3","6","3","5","3","2","3","6","2","5","6","3","5","6","2","6","2","6","3","7","2","2","1","6","1","1","5","6","3","5","6","2","6","2","3","6","7","7","3","7","7","6","4","7","5","6","5","5","6","5","6","5","5","5","1","5","1","5","2","6","2","5","1","2","1","6","2","6","6","2","2","6","1","6","1","35","","","none","Full-time","","","","","","","","","man","asian","","","","","","4yearColl","Over $200,000"
288,"0","100","2185","1","1","1","5","3","6","4","6","6","5","7","5","6","5","5","5","6","4","6","6","6","5","6","6","5","4","7","5","7","6","7","7","7","4","7","7","6","3","6","3","7","1","6","6","5","5","6","4","7","6","5","7","6","1","5","4","2","7","1","5","6","6","6","6","6","6","7","7","6","7","4","6","5","6","7","6","6","6","7","3","5","2","2","1","7","4","5","7","2","1","6","5","6","6","2","5","7","4","6","2","43","","","","Full-time","","","","","","","","","man","","","white","","","","PHD","$100,001-$120,000"
289,"0","100","404","1","1","1","5","7","1","2","7","5","7","1","7","4","5","3","3","2","3","5","5","2","6","6","3","5","3","7","4","6","2","1","1","7","4","4","7","3","4","6","2","6","5","7","3","5","1","1","1","7","4","1","7","5","2","4","5","1","6","1","3","3","4","3","3","3","5","3","3","4","6","5","2","5","3","7","5","3","5","3","2","5","1","5","1","7","4","6","2","1","1","7","3","7","5","1","3","6","1","6","1","47","","","","Full-time","","","","","","","","","man","","","white","","","","MA","$60,001-$80,000"
290,"0","100","1351","1","1","1","1","1","1","1","7","1","1","1","7","1","4","2","4","1","1","4","4","4","7","1","5","6","5","7","7","7","4","1","1","7","7","7","7","2","1","7","4","7","4","7","6","7","7","4","1","4","1","1","1","7","4","4","7","1","4","4","1","1","7","1","1","4","1","4","1","4","6","5","6","7","2","6","7","7","4","7","3","3","1","5","1","7","1","7","1","1","1","7","1","6","7","7","1","7","1","7","1","36","","","","Full-time","","","","","","","","","woman","","black","","","","","4yearColl","$100,001-$120,000"
291,"0","100","621","1","1","1","5","6","7","4","7","4","3","5","7","6","5","6","5","5","6","4","4","6","7","7","5","5","7","5","6","4","5","5","6","5","7","5","4","7","4","7","5","5","3","6","4","5","6","6","5","7","5","1","5","6","5","7","6","6","5","4","4","7","5","6","5","5","5","7","5","7","5","6","5","4","5","6","4","7","5","4","4","5","4","3","5","6","6","7","4","5","5","4","5","6","5","5","4","4","5","7","6","53","","","good","Full-time","","","","","","","","","woman","","","white","","","","MA","$20,001-$40,000"
292,"0","100","2598","1","1","1","5","3","3","5","6","4","4","3","4","3","5","4","4","3","4","4","4","5","5","5","5","4","4","6","4","4","3","2","3","6","4","4","6","2","3","6","2","6","3","5","4","4","3","3","2","6","3","1","5","6","3","5","4","3","6","1","3","4","3","4","3","3","5","4","4","5","6","5","5","4","5","5","5","6","5","4","2","3","2","2","1","5","3","4","1","1","2","5","1","5","4","1","5","5","3","4","2","30","","","","Full-time","","","","","","","","","woman","","","white","","","","4yearColl","$100,001-$120,000"
293,"0","100","771","1","1","1","5","6","2","2","6","4","5","1","7","6","5","2","6","2","2","4","6","3","6","2","2","2","6","7","3","6","2","1","2","6","2","4","7","4","4","7","1","7","4","7","3","6","1","1","1","6","1","1","6","7","2","5","7","1","6","3","6","1","5","6","4","4","4","1","2","2","6","6","6","6","7","6","6","6","7","6","2","3","1","1","2","6","1","4","1","1","1","4","1","6","7","1","1","7","1","7","1","24","","","","Full-time","","","","","","","","","woman","","","white","","","","2yearColl","$80,001-$100,000"
294,"0","100","2685","1","1","1","4","5","2","3","5","4","5","1","3","4","5","4","4","4","4","4","4","4","4","4","2","4","4","4","4","4","2","2","4","4","4","3","5","2","6","6","1","5","1","7","2","4","1","1","1","6","2","1","5","6","2","5","6","1","6","1","5","4","5","5","4","2","6","4","5","6","4","2","2","2","4","5","6","4","5","4","2","3","1","3","2","4","2","4","1","2","2","4","2","6","4","4","6","4","1","4","2","45","","","","","","","","","","","","Other","man","","black","","","","","GED","$20,001-$40,000"
295,"0","100","212","1","1","1","5","5","4","4","4","3","5","4","3","5","5","4","5","5","3","3","3","2","4","4","3","3","2","5","4","5","6","5","5","5","4","3","4","3","2","4","6","5","3","4","4","3","3","1","5","4","3","6","3","4","4","4","3","3","2","4","4","3","3","3","4","5","3","5","1","3","4","3","4","3","5","3","3","4","3","2","5","5","5","3","4","5","5","3","4","1","5","6","5","4","3","3","2","2","3","2","3","38","","","","Full-time","","","","","","","","","woman","","","white","","","","4yearColl","Over $200,000"
296,"0","100","3129","1","1","1","4","5","4","2","6","2","6","2","4","5","5","5","6","5","5","4","3","5","2","4","4","4","3","7","4","5","6","2","4","7","6","4","6","4","2","7","4","4","2","4","4","3","4","4","4","7","4","1","4","7","6","4","6","6","6","2","3","4","5","4","2","5","4","4","4","5","5","4","4","4","4","5","4","3","6","4","2","4","2","3","2","5","2","4","1","1","1","5","2","4","3","2","4","5","1","5","2","24","","","","Full-time","","","","","","","","","man","","","white","","","","GED","$40,001-$60,000"
297,"0","100","3160","1","1","1","3","3","2","2","6","3","6","1","2","5","5","2","3","2","3","3","3","5","6","4","3","5","6","6","2","5","2","2","2","5","3","3","6","4","2","6","4","6","4","6","2","4","2","2","2","6","2","1","5","7","4","5","6","2","6","2","4","3","2","4","2","3","5","4","3","6","5","2","5","2","4","4","5","5","6","4","2","3","2","3","4","6","1","4","2","1","2","5","1","5","3","2","3","6","1","4","2","38","","","","Full-time","","","","","","","","","man","","","white","","","","2yearColl","$40,001-$60,000"
